Transcript,Confidence,Label
"They're saying that this is a long-term project, so I have to take the first and second exams simultaneously in March and February, right? But usually, preparing for the second exam takes about a year, and people just prepare for that. But I have to resolve all of this within this year, so I really don't have time. So I probably won't have much time until March, and I don't think I will have much time from February to March either. So, yeah. Almost... I can't even eat.",,0
"o/ It's just that the quantity that can come out by using the full amount is only that much. The Chinese kids can't match that. Those Chinese kids are always all about getting a lot, a lot. When a certain product hits the Chinese market, the response is good, and then they come in and immediately say something like (15 billion)/(백 오십억), or (30 billion)/(삼백억), (50 billion)/(오백억). It's funny because they deal in cash for all of that. They throw it around in cash.",,0
"Eating (4 pieces)/(four pieces), and if (I) eat dessert, (I) will eat dessert a bit heavily, saying that (I) will eat (4 pieces)/(four pieces). b/ And there are also (6 pieces)/(six pieces) b/ so instead of eating (4 pieces)/(four pieces), I enjoy something really expensive b/ and if I eat (8 pieces)/(eight pieces) b/ (they) would follow with all (4)/(four) to split (4 pieces)/(four pieces) each with me b/ n/ and (I) will just add (2 plates)/(two plates) more b/ to eat too b/",,0
"I have to study again, but that means I have to do it again. Of course, the type of study will change. The method will change too, but if it's tougher than during my third year of high school, it definitely won't be easier, right? So, I can't do it. I actually want to retake the exam, but the universities I'm accepted to or want to go to? That sounds strange, right? Anyway, I don't like the universities I can go to. I want to retake the exam, but I don't think I have the strength to go through that time again. Don't you have similar worries for that reason?",,0
"There are many differences. First of all, I feel like the air is different at night, and I've come to Seoul quite often, but I always feel really excited every time I come. It feels like whether I'm coming to work or to have fun, it just feels like I'm coming to have fun, and when I come to have fun, it literally feels like I'm here to have fun. But I think it's really nice. First of all, in the neighborhood, there are so many people I know in Suwon, and if we make a mistake, it's immediately noticeable, so I think Seoul is really nice. I think it would be good to come often in the future.",,0
"b/ Everyone was doing this. All the women at the table. They were really all + so there was that group of six, and there were four, and there was a group of eight, you know? So everyone + they're all women. They all came together, and just as I was about to serve the drinks and open the door, b/ they were all doing this. They were all like this. They were all trying to take selfies. So I was a bit shocked when I saw that. I was like, ""Wow,"" and then I said something to my sister, and she was laughing too.",,0
"I heard you asked. Why did you choose this major? The other person said they chose this major because they think they'll make a lot of money. So, well, if you choose it, you have to take responsibility for what you chose. But you have to put in effort, and since you're not, you're starting to worry. What will you do next semester? So, well, I don't really need to worry about that, but still, I feel a bit worried. Just a little bit.",,0
"o/ b/ But my mother doesn't understand the concept of a PC bang, so there was a time I got caught. b/ After coming back from the PC bang, I smell like smoke, right? So as soon as my mother sees me, she doesn't ask if I went to the PC bang; she asks, ""Did you smoke?"" b/ But my older brother knows. He knows that I secretly went to the PC bang. b/ So he was laughing and saying that it wasn't my fault and that I wouldn't smoke, and I still remember that. n/ In middle school.",,0
"b/ So what, at first it was almost like what + what this is, seriously it might not be real. It could be synthetic, you know? b/ There are like five, but I have only seen two. I even asked the kids b/ and they said some of them have seen all five, so I thought there were only two at first, but it was five. Turns out b/ the kids said it’s so dirty they can’t even mention it, like, b/ but when I see that kind of stuff, I think, damn, the stock market rumors b/ seem pretty strong. Then I start thinking like that again.",,0
"I don’t know if I'm particularly good at it, but do you know about that? When my mom finds a hair salon, she goes there and gets her hair done a few times. Then, my younger sibling and dad get their hair cut every month, right? So since there's nowhere else to go, they’ll go to the place that mom recommended. Suddenly, the whole family becomes exclusive clients of that one hairdresser. So, since my sister goes there, I just go there too because my mom goes there to get her hair done.",,0
"When I was in elementary school (4th grade)/(3rd grade), I had a close friend, but these days, I only see them surviving on Instagram. I was in the same class as that friend in (4th grade)/(3rd grade). But in (4th grade)/(3rd grade), I wore shorts in the summer, and I tend to have a lot of hair on my arms and legs, you know? It's the same on my back. I have a lot of body hair. But now, I was really bored during class, so I kept cutting the hair on my knees and legs with scissors.",,0
"But I know too. / But the reason why is that I know the location of my things. But others think it looks messy when they see it. But from my perspective, everything is organized. So when my mom and dad first came over, it stressed me out because they always wanted me to clean my room. Because all the things I had placed in their locations would disappear. So I thought, ""This doesn't seem right."" But others think I'm really good at organizing and that my books are all neatly arranged, but in reality, I'm not like that.",,0
"But there are things I don't really know, to be honest. Well, I'm not really that interested in British politics or anything; I only know about cars. And like I said before, in our class of 60 people, there's one British person, so I've talked a lot with him since we're somewhat close. But the information I hear mostly comes from him, so when I ask him about the things I'm curious about, I don't really know much.",,0
"Oh, it's a spoiler anime, it's a chain place, you know? b/ Just because it's a chain place, there are a lot of kids who go there, right? b/ Well, if it's a chain, that means it has a middle ground, right? That's correct. b/ If it's a chain place, b/ it wasn't totally awful, right? It's just that it's not extremely good either; that's the typical characteristic of a chain place, right? It's just okay, not great but not terrible either, just average. b/ It's just average. It's just an average gym. I don't really understand why they are so extremely angry about it.",,0
"That 연서 also resembles me a bit, having slightly curly hair. So when you see her, when she lets her hair down, at the kindergarten when she comes out, it looks really frizzy. But I haven't taken her to a hair salon even once so far. I haven't taken her there for anything other than getting a haircut, like for a perm or anything, so I haven't thought about it. But if I were to do it, if I were to take her, she would probably like it, right?",,0
"b/ Nevertheless, they said it would be around that amount. (5,000 won)/(five thousand won) would be fine. b/ If it's (5,000 won)/(five thousand won), I can use it for about (1 week)/(a week) or maybe between that and this + now around 15 days. b/ With the range you’re thinking of, (1 week)/(a week) should be manageable, considering the special nature of the uphill road for (5,000 won)/(five thousand won), you should look at about (1 week)/(a week). b/ If it wears out faster than that, you might have to worry a bit about it, and that’s a bit of a burden for you too.",,0
"I guess I’ll go towards the wedding hall? Just like I was doing before? But these days, there seems to be a trend of wedding halls disappearing, right? Suwon and that area too, as well as Yongin, and the same goes for the first birthday parties. There used to be a lot, but if they disappear, we have to do it in Seoul. But to do it in Seoul, the transportation costs are too high. Just going once costs around 3000 won, and if you round trip, that’s 6000 won. If you think about it for a month, how much is that?",,0
"He was the one filming it for me, you know. But he was the next one in line. So I said, ""Hey, how are you going to do it like that?"" And he said, ""Let me try."" At first, he successfully made the cake. He succeeded. But then it switched to donuts. He had to make five donuts, and he did really well. So he picked them all up, and I was like, ""Oh, but it seems like not many people go that far."" They just said, ""Just jump down.""",,0
"b/ And my mom knows someone who took the essay exam with me this year? b/ We took the essay exam at the same school and I think they didn't even meet the minimum score. b/ So b/ Mom thought that since I met the minimum, I would be fine. But* that person* a/ is really good at it. But b/ I didn't get in, and that person thought they wouldn't get in, but suddenly they got accepted through additional admissions. b/ So you never know when life will turn around, and it feels like someone who seems like they won't make it ends up doing so, while someone who seems like they will doesn't.",,0
"b/ That's right. Honestly, wherever you go, if you pay in cash first, it's more beneficial for them b/ that's how they do it. b/ But actually, we aren't being harmed, right? Of course, they're trying to secure some legal benefits b/ but in reality, it doesn't affect me. b/ And if I do it that way, it's cheaper for me because I end up losing out when I use a card. b/ Because they have to pay more money, so that's a loss for you, and b/ I also have to pay more money, so it's a loss for me too.",,0
"And let's go shopping. Right now Zara, H&M, and 8 Seconds are all having sales, and I went to Zara with my mom yesterday. But actually, the atmosphere wasn't very good because the day before, I came home late. So I thought the mood at home would be bad and that we wouldn't go, but we ended up going. So when we got to Zara, I really went shopping and just bought one dress, but there were a lot of pretty ones. Let's go buy more. But by today, everything will probably be sold out. Actually, it wouldn't make much sense to go anyway.",,0
"They came and had so much fun, drinking and all that, but I was just sitting there, feeling a huge sense of self-doubt starting to set in. Then, Teacher Jeong-do said on Wednesday that he had something to do and would be going home for a bit. So he told us to just stay. Anyway, since there were college guys around, he said he would be back in a moment and left. We were taking a test that day, right? When we came back from the test, Teacher Jeong-do wasn't there. So we ended up having a great time.",,0
"Oh yeah. But it seems like to Dad, the rubbing alcohol is like tiger balm. So when I asked Mom why she applies rubbing alcohol here, she said it helps heal faster. So I applied it, and then Mom came into my room and said, ""Ah, it hurts so much."" It smells because of the rubbing alcohol, and it's stinging my eyes, and Dad is blowing on it. That's what he's doing. So I said, ""Mom, you were laughing when I got hurt, but now that you got hurt, it's a big deal?"" Then Mom felt embarrassed and said that Dad treats her like a child. And then she left.",,0
"o/ If one person goes, then I go too. But since one person goes very well, I end up going as well. Then I go again.   b/ Actually, there weren't really any close friends in Keters for me. The closest ones were Yongju and Hana. But since I ended up hanging out with Hana, I became close with you guys too.   b/ So then, as that happened, I started putting more effort into Keters, and it feels like it's the same thing again. Originally, my feelings towards Eternal were the strongest, then Sangsa, and then Keters.",,0
"Then it seems to be maintained subtly, and I just think that I should do it now, but I’m still just thinking about it and not really committing to it yet. So for now, I’m holding off on it. I think it’s okay, so I’m just not doing it. If later on there’s a good place that I find out about through my surroundings, I’ll let you know. If it’s good and not painful at that time, I can introduce you, so it might be nice to contact each other and go check it out. I don't think it would be bad.",,0
"Yeah, I think it's good to do whatever you enjoy consistently, and that chess and that board game were at our school too, but Heeje couldn't do it because the timing didn't match. At first, I asked for magic tricks, but since magic was also on Mondays, the timing didn't work out, so I didn't do it, but the moms who tried it said it wasn't great. They said you can buy something for just a few thousand won at a stationery store or something and do it all there. They said there’s no need to spend money like that. Ahh.",,0
"What are you asking me about? Are you just trying to find something to criticize? You're asking about the tuition fees, but I haven't even decided on a school yet, so I don't know. When I said I didn't know, they said, ""What? You haven't looked into anything."" They act like they’re preparing for an article and then just stop, right? They said it like that, and I got really, really angry, so I just completely slammed the door and went into my room. But seriously, it’s just so annoying.",,0
"To be precise, when we go around six or seven, the treadmills are really empty. It's like, you know, a bit relaxed? But after the Zumba dance, it’s around ten o’clock. Then there are a lot of people. At that time, the treadmills are definitely full. But even if the treadmills are full, you can just do it before the Zumba dance. If you go and do it before the Zumba dance, there will definitely be treadmills available, seriously. But they just don't like going early.",,0
"Ah, that moment when I was extremely angry is definitely in my top five. It’s probably the second or third place. In my opinion, it's second place. That’s definitely second place. It was something that should never have happened. I was seriously throwing chairs and making a scene, you know? Yeah, that was during my time at the school called ""Bureau"" or ""Grucechun Academy."" They call it BCA for short, and there’s a bit of this wall material that’s not asphalt but kind of like plywood put together, you know?",,0
"I didn't see that, but anyway, there is a 봉 above, and they won't give me a ride. But we were like, ""Why can't you give us a ride? How are we supposed to go home?"" but the driver said no and told us to get off. So it just happened that there were about three people there going in the same direction. At that time, there was a man, and he paid 40,000 won, and I and the female student paid about 20,000 won each, so we went home.",,0
"o/ I, um, yeah. And while I was preparing for the exam, I told the kids. If you're injured and there's an insurance payout of several hundreds of millions, and then a kid who looks like they're in their early twenties comes to me saying, ""Leave it to me,"" compared to someone who looks experienced and is in their forties saying, ""Leave it to me,"" who would you trust? Honestly, I would trust the person in their forties. b/ I actually said that too. b/ So now, um, I actually feel like I fell short.",,0
"o/ And the Wi-Fi is not working, l/ Ah/ With the laptop in hand, ready to hit someone because the Wi-Fi is not working, it's a bit like that? Something like/ they applied for a program, and they're angry about why their application didn't go through, they clicked it, and now, well/ if there's a lecture that says it can take up to twenty people, then it exceeds twenty people, right? So* some of them are the twenty-first+ person. Then they're angry about why they're the twenty-first person, people who came in angry.",,0
"b/ Back when we were young, we just went to Gyeongju following Teacher b/ In+ (the teacher). I was just b/ Ah, I’m tired. I want to go to the accommodation. We went like that. b/ But this time, I got my Korean history (Level 3). b/ So I really want to visit Gyeongju properly. b/ I want to look at some cultural relics b/ and while checking those out, b/ our country’s Gyeongju has the most artifacts, right? b/ Back then, I was just thinking b/ Oh, when do we go home, when do we go to the accommodation, but now I really want to go and see it properly.",,0
"In the first year, the first semester and the second semester are like this. In the first year, the first semester and the second semester are about earning credits, and from the first semester of the second year, they said that the transferred students have to pay 100,000 won a month and then train in the academy, and then they have to go through the season again.",,0
"In the past, I started using those sites after seeing my coworkers at that company using them. I saw that they mostly use those two sites. It seems like I could choose from there, and sometimes when I look at places like Coupang, or back in the day like Coupang, for example, it would be 5,000 won. But sometimes, it would go up on sale just like 9,000 won or 10,000 won. So back then, I would buy that.",,0
"Oh. I just did it. After getting permission, I just used the space entirely. So I was like, wow, and I was really bothered, but since I had to do it, I ended up doing it unwillingly and making things like a group plan and decorating. Back then, what I did was using my voice, which was a bit easier. I didn't have to worry about other things. I just acted things like wing chiki chiki chiki or something like that.",,0
"o/ But that/ returning school buff usually happens when kids who went to military service start their (2nd year)/(second year) after finishing (1st year)/(first year). b/ But I've already finished everything up to (2nd year)/(second year) and completed (1st semester)/(first semester) of (3rd year)/(third year), so b/ what's left are really hard subjects. b/ But I wonder if I can just do that right after coming back; I'm a bit worried now. I feel like I've forgotten everything, honestly speaking, I'm currently in a state of forgetting.",,0
"It seems like that method is not bad either. Actually, you will get to know the salary, like how much you'll be earning. You'll hear about the working environment too. They say that team is really good. I mean, they also talk about things like what kind of work you'll be doing. You get a general idea of that. Of course, when you first start working, I have no idea what it'll be like. Anyway, if you feel the atmosphere and it's not bad, I think you can just go with it while working.",,0
"That's right. I went down this time, and originally it was b/ round trip. We can only go on the (2nd)/(second) line. Only the (3rd)/(third) line and (4th)/(fourth) line have cars traveling. b/ So, if there's a car going slowly in front, we almost all overtake and go. All the cars, b/ me too, and my dad too, do that. b/ But this time there was a serious accident, and a few family members died. b/ So, in between, to prevent that kind of overtaking, b/ there are orange cones, right? They set all of those up this time.",,0
"Uh, uh, rather than completion, in the past, when I recorded b/ (1st)/(day 1), I said I would complete it in my own way, but I got criticized by the teacher. But this time, the b/ drawing was uh/ drawn like that, but when I said I couldn't do it this way and that it needed to be more detailed and more fun, in conclusion, it ended up not being properly completed. I'm still thinking about it. Because if I keep b/ acting b/, it eventually sticks to my mouth, and I end up just saying it without thinking.",,0
"Yeah. It seems like that family is getting a bit lonely. When I see those kinds of people, I remember someone I know who works in investment. Their dad told them that they can only see him about once a month. Because of that, they and their mom are always traveling together like two outcasts, so they don't think much of their parents. It's because they can't spend time with their family and are just making a lot of money but can't be together. So it seems difficult for those people to spend time with their families.",,0
"b/ But they said that back in their day, it was never like that at all. On the contrary, since corporal punishment was banned, when teachers did it, parents would make a fuss about it. b/ I still remember when I was in elementary school (6th grade) or something like that, I was having a great time playing with a friend, and then we ended up fighting. We were cursing, even though we were elementary school students. b/ But the teacher was a male teacher, and he was a bit scary. b/ When the teacher heard that, suddenly, I don't know if he was already in a bad mood, but hearing our conversation seemed to make him even angrier.",,0
"Oh, I see. You have to undergo chemotherapy, and you have to do radiation therapy too. There’s so much to do, and just doing that all day is really tough, so how can you be discharged? Did they say you can’t use your hands? Isn’t that something you’re deliberately not talking about, unless it’s your dad? You know, right? So maybe they just suggested you be discharged to spend the remaining time a bit more comfortably and happily at home? Look into it. Why are you so uninterested? Still, you know someone, even if just a little. Just a little.",,0
"Thank you. Oh, and I recently found a second-hand curling iron (40mm) on a marketplace? But this time I want to buy one that’s about (31mm). So I looked it up and the ones with a comb are in the (40,000 won) range, and the other ones are in the (30,000 won) high range. But I already have (2 curling irons), and I didn’t want to use that either. So I looked it up. And I found one on the second-hand marketplace? So I bought it for (15,000 won).",,0
"I did it. I will be doing it. Because he talks about taking medication every day and he even said he goes to the hospital. Even if he doesn’t go, it’s a problem. Then, talking about putting in effort to get an exemption while not actually making any effort is still not right. So both sides don't make sense. Well, then, if it's not precisely the case, he should just go to the military cleanly or, like he talked about his mandatory firefighting, just go accurately or just not go if he can't.",,0
"b/ I'm really meeting well. That* I see the kid every day these days. But I can't see them for long b/ uh/ Now it takes about (10 minutes)/ (십 분) by bus to my house? Usually, I match it with the time when studying ends and b/ uh/ see their face, walk a bit, and then send them in b/ just seeing each other briefly for (30 minutes)/ (삼십 분)? And b/ this/ I've really gotten busy since this year. Since (January)/ (일 월) b/ So maybe I've seen them for long, like once or twice? Hmm/ I think it’s like that. No matter what, b/",,0
"o/ If we talk about rights and such, when we generally discuss rights, it tends to happen when an event occurs in an individual's life. b/ However, from the perspective of a couple living an everyday life without such events like me, b/ it's a very vague talk when it comes to rights and things like that, because I currently use them without realizing it. Despite that, it's expressed as a sense of stability because there are things that are provided, it's an emotional matter.",,0
"I only changed the name, and I took the class last time, but it turned out to be different from what I expected, so I can't retake it. I need to fill my credits, so I applied without knowing that the name had changed, and when I clicked on it on the day of course registration, a message popped up saying that I can't retake the same subject. I was like, ""Huh? What? I've never taken this before?"" Then I realized it had changed to a different course, so I thought, ""Oh no, I'm screwed,"" and quickly grabbed another one.",,0
"Because if you just think of it as a mock exam, wouldn’t it be something like this level of Konkuk University, the line of Kwandong Hongseong? But now, it’s completely messed up, so to be honest, even Seoul + Seonggu + the Seoul area is not stable at all, right? Honestly, right now. So I still can’t believe it. I don’t know if this is reality. I really talk to my mom every day. Is this really a dream? I keep telling her to wake me up. But it's not a dream; this is reality.",,0
"But isn't that ten thousand won? We can't just give that. When we work at the convenience store, we also check the cash register, right? We match the money. Honestly, if it's about the convenience store part-time job or an individual owner, there aren't many people, right? So honestly, if it's a thousand won or five hundred won, the part-timers think it's their mistake and try to fill it up. They can fill it up to that extent, like five hundred won or a thousand won, but originally, part-timers shouldn't fill it up. That's stipulated by law.",,0
"I also took out my phone right away and called 119. But you know, I'm actually getting more calm right now. Here at Changdong Station, it's the stairs between changing from Line 4 to Line 1, and there were two men who collapsed here. One man was bleeding from his leg, and the other couldn't get up. So I called right away. As soon as there was a report coming in to 119 because of this, so...",,0
"But, since I don't like him, I end up disliking everything about him. He just seems like a bad guy to me. But then again, I saw him with his mother, and he was in his hometown. I saw him passing by with his mother. Watching that made me think, ""Oh, he's also someone's son in a family."" So I started to wonder if I hadn't been too harsh in my judgment. Have you ever had a selfish thought?",,0
"b/ So we finished it in English, but the fact that we changed grades coincidentally meant we had to face (2nd grade)/(this grade) again. b/ But that teacher had a double major in physical education. b/ So in (3rd grade)/(third grade), b/ they said they would move from English to their double major, physical education, so it became another opportunity to change grades, but they followed us again. b/ So we were probably marked for (3 years)/(three years) straight, and the teacher probably knew the names of almost all the students in the school, right?",,0
"I ate a sweet potato yesterday when I was about to take that picture and send it. So there’s a diet, and I placed the sweet potato slightly next to it. I just mentioned it beforehand. Oh, the one on the left is a sweet potato. I said that. Then b said, ""Oh, you can just eat one sweet potato,"" so I said, ""I'm sorry, but this sweet potato was brought from the countryside, and it's so delicious, can I eat the sweet potato instead of having a shake for a snack?"" I said that. Then b said, ""No, you can't.""",,0
"Anyway, I did a part-time job as a Pokémon trainer last week. b/ I was really surprised that we were doing Pokémon and working in Dungeon & Fighter. b/ I seriously thought my eyes would fall out for four days, but what was even more surprising was that kids came who you wouldn't expect to be like that. u/ Some of them admit it, but b/ they’re like, you know, with characters u/ and like, handing in cards and stuff. b/ It just doesn’t make sense to me.",,0
"o/ Still, I had that kind of opportunity. And you can still, even now, enter the semester a bit, right? There were a lot of kids who entered in their second year, right? I did the opposite. Because our department, well, the department I was in was a liberal arts major, and then in the second year, I transferred to a different school and a different department. But when I went there, all the kids were entering again. They recruit again in the second year too.",,0
"I also think it’s a bit like that when I listen to what you’re saying, but if I don't have any interest, it would be hard to find it. However, if I have some level of interest, I realize that what I want to enter is also being done. For example, on Instagram, at least if I do a name search, even if there are dozens of people with the same name, if I want to find this person, I would go in one by one to see if this person is the right one, right?",,0
"So there are several types of cars. There are big ones, and then there are smaller ones that are even smaller than that, and there are also small ones that look a bit like vans. There are several of those. I keep going back and forth with them, but when I get off, I usually get off with a bigger bus. So there are many types of buses, and they have the buses lined up. And over there, in Sangam-dong, they keep coming and going like that. So the bus system is well established, so going back and forth doesn't really seem to be a problem.",,0
"But, I think it's good that older people are using platforms like YouTube to communicate with younger people. It helps narrow the age gap a bit, and older individuals often want to engage in what younger people are doing. On the other hand, younger people might dislike older individuals, but by doing this, they become more familiar with each other. I think YouTube plays a very positive role in that.",,0
"And the lettuce was all kind of wilted, and the kids were just lying there helplessly. It was really not good back then. So after that, I didn't go to Hongdae for a while. Then when I went there, Mapo was just so-so, but for that price range, it was decent. It's not like I have to come here all the time because it's so great. They just do it to that level, and since then, I've gone there quite a few times, but in the end, I still can't collect the stamp card.",,0
"o/ Then I guess I should talk about the exam. Uh. Since I passed the first test last year from March, now I just have to focus on the second test this year. So I went to Spain in February. I traveled with Portugal, you know. At that time, my aunt, as a graduation gift, went with her family and our cousins in their twenties, around two or three of them.",,0
"At least 300 a month, I saw that advertisement last time and clicked on it without thinking because it popped up. But it was an installment advertisement for 36 months. When I saw it, it was 330,000 won a month. Oh, it said around 300,000 won a month for 36 months. But that’s a total of four months, so it’s 10 million won? In four months? Three pieces, oh, 3 million won in three months, so it’s 300 a month?",,0
"In our department, most of the time we work on assignments alone, but as I mentioned earlier, in the case of experimental subjects, it's a minimum of 2 to 3 people. So, in those cases, if everyone works hard together, it should be fine. When I look at the first-year students, there are of course some who don't want to do anything, but those are really extremely rare, so if we don't encounter those types, I think it will be really good.",,0
"Alright. You're right about that. But it's not the humanities you mentioned. Personally, the science field should be good at the humanities. So personally, I prefer reading science books or maybe something in between science and history rather than novels right now. It's better to know those kinds of things personally. Of course, now the fourth industrial revolution is about to arrive, right? Personally, you need to read a lot about science.",,0
"o/ Yeah/ b/ Oh/ but n/ b/ Hey, you know I've been really diligently calculating the budget for my luggage, right? b/ No, but that/ b/ the driving license exam fee and right now that/ the postpaid transportation cost, when you add those together it's (100,000 won)/(one hundred thousand won). b/ The postpaid transportation fee is going out tomorrow. No, the postpaid transportation fee really feels like getting hit on the back of the head. Seriously b/ Ah/ I seriously feel like I have a lot of+ money, but suddenly, (50,000 won)/(fifty thousand won) just slips away. b/",,0
"o/ A bit like that brother's Facebook, um, I’m honestly not interested in that brother, but my friend is asking for him to send it, that document. So there's an answer sheet for the movie, but honestly, he, um, in class, he asked to take a picture of the answer sheet and send it, but I don’t know his number. So my friend dug through Facebook to find his number, invited him to the group chat, and sent everything. u/ I went into Facebook and saw comments like, “Did you come back from a trip abroad?” u/ stuff like that. So,",,0
"I think Hyundai Card is really pretty. Honestly, cards like Lotte Card seem like they wanted to do some design, but they ended up with something like this, and there are some clunky red and blue colors and shiny gold, and when you see that, you think, ""Oh, the design is really messy. Who's the design team?"" But Hyundai Card is really well made vertically to match the current trends with IC cards. It's pretty.",,0
"b/ I don't know. But that aunt ended up not going to the Early Childhood Education department, so I just didn't do anything. b/ It's just that I don't know, it ended. So b/ my grandfather must have boasted a lot to the people around him because during his time, Ewha Womans University was really the best. So he really opposed me dropping out, you know? So b/ my grandfather just tells me to open a kindergarten, but I need money to do that. b/ I often think to myself how nice it would have been if my grandfather had set it up for me.",,0
"We have a professor like that too, but I took that professor last semester. But it's a required course, and it's even mandatory. My course registration failed, so I had no choice but to take it, since if I don't take it then, I would have to take it with lower grades later. I can't take that on top of not being able to take the essential major courses. If I can't take this required one, I'm really in trouble. So I just thought, ""I just have to do it."" I was like, ""Where is it?"" and just took it, you know?",,0
"I want to go back quickly now. I have about (2 years) left on this visa, so I want to finish it quickly and come back. But the thing is, I'm kind of stuck there because I mentioned before that I'm tied down. So, I've already joined the airline. I'm in a situation where I'm tied down, and just because I want to come back doesn't mean I can just come back. That's what's holding me back right now, actually.",,0
"But when I went yesterday, I heard that the learning card support is all done, and no longer provides support. They won't provide the allowance (300,000 won). However, the employment success package is completely free and provides support of about (410,000 won), but they said that it has already ended for this year. So they told me to come back starting again on (January) (1st), and yesterday I couldn't do anything.",,0
"Yeah. But isn't it just (2,900 won) a month? If you're just using it for that month, isn't it okay? You can only do one place a day anyway. You could really say it's quite a rip-off. But it's really fun. If you want to try out a song, just search for b/ Rasputin, and that Russian song will come up, you know? It's really famous in our country. So if you match, you'll only get matched with Koreans. It's really fun, so give it a try. Even if you just search RAS, that song is the only one that comes up.",,0
"o/ I told the kids in front of the door, ""Hey, I brought a girl,"" and then the other kid next to me imitated a girl's voice and said b/ something, but the room was originally really messy. It was a complete disaster, but suddenly he said, ""Hold on a second, let me put on some pants,"" and the moment he came out wearing pants, the place was totally clean. The kids heard that a girl was coming and just cleaned everything up. b/ But when he actually opened the door and it was just me and him, they all laughed really hard because it was so ridiculous.",,0
"But when I went there last time, I felt like it used to be richer in flavor back in the day, but when I went last time, it was a bit watery. The food itself was a bit watery, so I was thinking, ""Oh, today is not great?"" and left. I was a bit worried that it might be like that again, but luckily I was hungry, so I don't know if it was because of that, but it was super delicious. I just inhaled it, and then I went out. By that time, I already had over 10,000 steps in, like, just in one day. There's this app, you know.",,0
"I don’t study in advance. That’s just for the day itself. Why would I do a last-minute check? I can just look at what I’ve already prepared later. I can just gather with the kids or my older brothers and study together the day before or the day before that. After that, starting from the 17th to the 24th, I’ll have five days, so I need to hit it hard then, like three times. It would be better if it’s a five-day period, but anyway, if that’s the case, the money will accumulate quickly.",,0
