id,Transcript,Confidence,Label
21,"I don't know if you're going to love it, but if you're going to love it, you're going to love it. I'm going to love it. I'm going to love it. I'm going to love it for the first time. I'm going to love it for the first time. I'm going to love it for the first time. I'm going to love it for the first time.",,0
22,"I love the summer, or the summer, or the summer, or the summer, or the summer, or the summer, or the summer, or the summer, or the summer, or the summer, or the summer, or the summer, or the summer, or the summer, or the summer, or the summer, or the summer, or the summer, or the summer, or the summer, or the summer, or the summer.",,0
23,"If you want to go to the other side of town, or if you want to go to the other side of town, or if you want to go to the other side of town, or if you want to go to the other side of town, or if you want to go to the other side of town, or if you want to go to the other side of town, or if you want to go to the other side of the country, or if you want to go to the other side of the country, you want to go to the other side, but if you want to go to the other side, you want to go to the other side, but if you want to go to the other side, you want to go to the other side, you want to go to the other side, but if you want to the other side, you want to go to the other side, you want to the other side of the other side of the country.",,0
24,"He's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym -- he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym, he's in the gym",,0
25,"I've been working for half a year, and I've been working for half a year, and I've been working for half a year, and I've been working for half a year, and I've been working for half a year, and I've been working for the rest of the year, and I've been working for a long time, and I've been working for a long time, and I've been working for a lot of years at the same time.",,0
26,I'm too old to live here. I'm too old to be here. I'm too old to be here. I'm too old to be here. I'm too old to be here. I'm too old to be here. I'm too old to be here. I'm too old to be here. I'm too old to be here. I'm too old to be here.,,0
27,"So now that I'm trying to make a little bit of food out of the house, I'm trying to make a little bit of pizza, and I'm trying to make a little bit of pizza into a little bit of pizza.",,0
28,What did God give to someone recently? I've been making the most of a gift to them lately. I've been making the most of a gift to them.,,0
29,"Now that I'm a friend of mine, it's kind of fun to have a nice gift, but it's worth a lot more than a nice gift, because once I've got a nice gift, I've got to give it a little bit more than a nice gift, but I've got to give it a little more than a nice gift to my high-school friend.",,0
30,"If it's not warm enough, I remember it's very warm and warm, but if it's warm, it's very warm and warm, and one day it's warm, and one day it's warm, and one day it's very cold.",,0
31,"If you're young, there's no hope of future life. I've had the best chance of ever playing baseball since I've been young. I've had the best chance to think about it because I've had the best chance of ever having a second life, but I've had the best chance of having a second chance of having a second life. I've had a better chance of having a second life. I've had a better chance of seeing the same career than I've ever had before. I've had a better chance of learning a lot of 10th year's dream.",,0
32,"When I came here, I saw a really cute cat. You know, if I was a real cat, if I was a real cat, there's a real black cat, and I'm a real cat. If I went to see him at night, he's got a really yellow look next to me.",,0
33,"When I was a kid and I was a little bit of a kid and I was just going to be a little bit of a kid's dream, but I'm just going to be a little bit of a kid's dream, and I'm just going to be a little bit of a kid's dream, and I'm just going to be a little bit of a kid's dream.",,0
34,"I don't know what you're really interested in, but I don't know if I'm really going to be in love with this guy anymore. I'm just going to be in love with him a little bit. I want to have a boyfriend and I want to go around like everybody else, and I'm just too scared to meet a new man. I don't know if I'm really in trouble with this guy, but I'm going to be in love with that guy a little bit.",,0
35,"I'm not particularly interested in high school, I'm not particularly interested in high school, I'm kind of a high school kid, but I'm kind of a high school kid, and I'm kind of a little bit more interested in being in high school, but I'm kind of a little bit more interested in being in high school, and I'm a little bit more excited about being in school, and I'm a little bit more excited about being in school, and I'm a little bit more excited about being in school, and I'm a little bit more excited about being in school, and I'm a little bit more excited about being in school.",,0
36,"Well, I'm happy to have a cat and I'm happy to have a cat, and I love to have a pet, but I love to have a really good cat, and I love to have a really happy cat, and I love to have a really good cat, and I love to have a really good cat, and I love to have a really good cat, and I love to have a lot of other people.",,0
37,"But I don't like to love to be hung up in summer, because I don't like it because it's too hot, and it's too cold to be eaten in summer, but I don't like it because it's too cold to be hung up in summer.",,0
38,"It seems to me that if you're in the right state of health, you're in the right state, but if you're in the right state of health, you're in the right state, and you're in the right state, you're in the right state, and you're in the right state, you're in the right state, but if you're in the right state, you're in the right state, and you're in the right state, you're in the right place, and you're in the right place, you're in the right place, you're in the right place.",,0
39,"I mean, I don't love to be a half-sucker, but if I'm only a half-sucker, I've only been a half-sucker, but if I've been an animal for a few years, it's a very long-term animal, and if I've been raising many animals, that's the most interesting thing I've ever seen in the last couple of months.",,0
40,"It's a very nice gift for my mother, but it's a very sweet gift for me to have been given to my mother when I was young. It's a very sweet gift for my mother when I'm a little older than I was born. It's a very sweet gift for my mother when I'm a boy. I've always had a little bit of a pink color for my mother.",,0
41,"Now I'm not very happy, and I'm not very happy to talk about it today, but if you're very unhappy, and I'm very unhappy to think about it, but if you're very unhappy, and I've just had breakfast with you at 11 o'clock in the morning, it's just a simple solid carlet, but if you're very happy and you're not happy and you're very happy and you're very happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're happy and you're all and you're all and you're happy and you're happy and you're happy and you're happy and you're happy and you're",,0
42,"If you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're a kid and you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like, you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you're like you'",,0
43,"I'm a football star, I don't think I've ever been a fan of soccer, but I've been a fan of soccer, but I've been a fan of baseball since the beginning of the year. I've been a big fan of soccer, but I've been a little bit interested in boxing, and I've been a little bit interested in sports, and I've been a little bit interested in sports, and I've been a little bit interested in sports, and I've been a little bit interested in sports, but I've been a little bit interested in sports, and I've been a little bit more interested in sports, and I've been a little bit interested in sportsman.",,0
44,"Now, if I'm a professor of science, I'm going to have to do a little bit of disengagement, but if I'm going to do this, I'm going to have to do a little bit of disintegrating, but I'm going to do a little bit of disintegrating, but if I'm going to do that, I'm going to have to do a little bit of emeritus, but if I'm going to do that, I'm going to have to have to do a little bit of emeritus.",,0
45,"Now that I've spent 10 years of my life, and I've spent 10 years of my life, and I've spent more time with my babies, and I've spent more than 10 years with them, and I've spent more than 10 years with them, and I've spent more time with them, and I've been going on walking in the neighborhood, and I've been thinking about how I've been going to the next five years, and now I'm going to be able to see how I'm going to be able to see more of my family, and I'm going to be able to live with them, and I'm going to live with them, and I'm going to be able to live with them, and I'm going to live with them, and I'm going to live with them, and I'm going to live with them, and I'm going to be able to live with them, I'm going to live with them, I'm going to be able to live with them, but I'm going to live with them, I'm going to live with them, I'm going to live with them, I'm going to live with them, I'm going to live with them, I'm going to live with them, I'm going to live with them, I'm going to live with them, I'm going to live with them, I've been going to live with them, I'm going to live with them, I've been going to live with them, I've been going to live with them, I've been going to live with them, I've been going to live with them, I've been going to live with them, I've been going to live with them, I've been going to live with them, I've been going to live with them, I've been going to live with them, I've been going to live with them, I've been going to live with them, I've been going to live with them, I've been going to live with them, I've been with them, I've been going to live with them, and I've been going to live with them, I've been going to live with them, but I've been going to live with them, I've been able",,0
46,"Now, when I'm in the middle of the winter, it's very early in the winter, and it's very early in the winter, and it's very early in the winter, and it's very, very early in the winter, and it's very early in the winter, it's very early in the winter, and it's very early in the winter.",,0
47,"How do you think you're going to love it? I'm going to love it a little bit more if you're going to be in love with Mr. Chessie. I don't remember why you're still in love with Drock Bar or Chech Rafad in the past. Why did you like it so much? I was in love with him, but I was in love with him, but I'm in love with him, but I'm in love with him, but I'm in love with him.",,0
48,"I think you've had a lot of fun watching movies and movie stars, but I'm sure you've had a lot of fun watching movies, or movie stars, or movie stars, or movie stars, or movie stars, or movie stars, or movie stars, or movie stars, or movie stars, or movie stars, or movie stars, or movie stars, or movie stars, or movie stars, or movie stars, or movie stars, or movie stars, or movie stars, or movie stars, or movie stars.",,0
49,"I'm going to love it so much, it's going to be very cold, it's going to be very cold, and I'm going to love it so much in the winter. I'm going to love it so much in the winter. I'm going to love it so much in the summer, but it's not too hot in the winter. I'm going to love it so much in the summer, and I'm going to love it a little bit too much in the summer, and I'm going to love it so much in the summer, and I'm going to love it a little bit more in the summer, and I'm going to love it so much in the summer.",,0
50,"I don't like it much, but I don't like it much, but I don't like it a lot, I don't like it a lot, I don't like it a lot, but I don't like it much, but I don't like it a little bit.",,0
51,"It's not like you're going to have to do some extra exercise, but you're going to do some extra exercise, but you're going to do some extra exercise, and you're going to do some extra exercise, but you're going to do some extra exercise, and sometimes you're going to eat a lot of vegetables, and you're going to eat a lot of meat.",,0
52,"I don't think I've always been a part-timer, but I've always been a part-timer, and I've always been a part-timer, and I've been a part-timer, and I don't think I've been a part-timer, but if I've been a part-timer, I don't think I've been a part-timer, I've been a part-timer.",,0
53,"I don't know if you've seen it yet, but I think it's a little bit more interesting.",,0
54,"I love winter in the middle of the season, but I love to be warm and warm in the middle of the day, but I love to be warm in the middle of the day, and I love to be warm in the middle of the day, because I love to be warm and warm in the middle of the day, and I love to be warm in the middle of the day, but I love to be warm in the middle of the day.",,0
55,"Now, when you talk to your friends, you're going to have a lot of trouble with the law, and you're going to have a little bit of trouble with the law, and you're going to have a little bit of trouble with the law, and you're going to have a little bit of trouble with the law, and you're going to have a little bit more trouble with the law.",,0
56,"I think it's a little bit more interesting to see how the Japanese are now, but I think it's a more interesting thing for the North Koreans to be in the Olympics, and I think it's a much more interesting thing for the North Koreans to continue to be in the Olympics, but I think it's a more interesting thing for the North Koreans to be in the Olympics, and I think it's a much more interesting thing for the North Koreans to be in the Olympics.",,0
57,"I mean, if you're in the middle of the last year, if you're in the middle of the year, and you're in the middle of the year, and you're in the middle of the year, and you're in the middle of the year, and you're in the middle of the year, and you're in the middle of the year, and you're in the middle of the year, and you're in the middle of the year, and you're in the middle of the year, and you're in the middle of the year, and you're in the middle of the year, and you're in the middle of the year, and you're in the middle of the year, and you're in the middle of the year, and you're in the class, and you're in the middle of the middle of the class, you're in the middle of the middle of the class of the year, and you're out, and you're in the class of the class, and you're not, and you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, but you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're not, you're",,0
58,"I'm always in love with my mom, and I'm always in love with my mom and I'm in love with my mom, and I'm in love with my mom, and I'm in love with my mom, and I'm in love with my mom, and I'm in love with my mom, and it's like I'm in love with my family.",,0
59,"I don't know if it's too hot, but if it's too hot, it's too hot, and I'm too hot for it now. But if I'm too hot for it now. I'm too hot for it now. But if I'm too hot for it now. But if I'm too hot for it, I can't live now. I can't live my life.",,0
60,"For example, I've been a fan of pro-sports for a few years, but I've been a fan of pro-symbols, and I've been a fan of pro-symbolism for a few years, and I've been a fan of pro-symbols for a few years, but I've been a fan of pro-stagents, and I've also been a fan of pro-stituents, and I've been a fan of pro-stidy, and I've been a fan of pro-stidy, and I've been a fan of pro-stidy, but I've been a fan of pro-s.",,0
61,"I'm just going to meet up with a lot of other women, and I'm going to meet a lot of them, and I'm going to meet a lot of them in the library, and I'm going to meet a lot of them, and I'm going to meet a lot of them, and I'm going to meet a lot of them, and I'm going to meet a lot of them, and I'm going to meet a lot of them, and I'm going to meet a lot of them, and I'm going to meet a lot of them, and I'm going to meet a lot of them, and I'm going to meet a lot of them in the library, and I'm going to meet a lot of them in the library.",,0
62,"So if I wanted to get married, I wanted to be married, but I didn't want to be married, because I don't want to be married, because I don't want to be married, but if I'm married, I want to be married, I want to be married, and I want to be married, and I want to be married, and I want to be married, and I want to be married, but I don't want to be married, because I'm kind of like to be married, and I want to be married, and I want to be married, and I want to be married, and I want to be married, and I want to be married, and I want to be married, because I want to be married, and I want to be married, but I want to be married to be married to be married, I want to be married to be married, and I want to be married to be married to be married, but I want to be married to be married to be married to be married to be married to be married to be married to be married to be married to be married to be married to be married to be married to be married to be married to someone.",,0
63,"When I was a child and my brother was very lonely and my brother was very old and my mother was very old and my brother was very old and my mother was very old and my brother was very old and my brother was very old and I was very old and my mother was very old and I was very old and my mother was very old and I was very old and my mother was very old and my brother was too old and I was too old and I was too old and I was too old and I was too old and I was too old to be married and my brother and my brother was too old and I was too old and I was too old and I was too old and I was too old and I was too old and I was too old for my brother and my brother and my brother was too old and I was too old and my brother and I was too old and I was too old and I was too old and I was too old and I was too old and I was too old and I was too old and I was too old and I was too old and I was too old and I was too old and I was too old and I was too old and I was too old and I was too old and I was too old and I was too old and I was too old and I was too old and I was too old and I was too old and I was too old and I was too old and my mother, but I was too old and I was sick and my mother but I was too old and I was too old and my mother, but I was too old and my mother, but I was too old and my mother but I was too old and my mother but I was too old and my mother but I was sick and I was sick and my mother but I was sick and my mother but I was sick and my mother but I was sick and my mother but I was sick and I was sick and my mother but I was too old and my mother but I was too old and I was sick and my mother but I was sick and I was sick and my mother but I was sick and my mother but I was sick and my mother but I was sick and my mother but I was sick and I was sick and I was sick and my mother and my mother and I was sick and I was sick and I was sick and I was sick and I was sick and I was sick and I was sick and my mother but I was sick and my mother and I was sick and my mother and",,0
64,"My ideal brother was a handsome, nice guy, but I didn't think it was appropriate to be a good-looking person, because if you're a good-looking person, you're a good-looking guy, you're a good-looking guy, but if you're a good-looking guy, you're not a good-looking guy, you're not a good-looking guy, but if you're a good-looking guy, you're a good-looking guy, you're not a good-looking guy, you're not a good-looking guy, you're not a good-looking guy, you're a good-looking guy, you're a good-looking guy, you're not a good-looking guy, you're a good-looking guy, you're a good-looking guy, you're a good-looking guy, you're a good-looking guy.",,0
65,"The weather seems to be getting warmer and warmer. He's going to be in the middle of the day, and he's going to be in the middle of the day, and he's going to be in the middle of the day, and he's going to be in the middle of the day, and he's going to be in the middle of the day, and he's going to be in the middle of the day, and he's going to be in the middle of the day, but he's going to be in the middle of the day, and he's going to be in the middle of the day, and he's going to be in the middle of the day, and it's going to be in the middle of the day, and it's going to be in the middle of the day.",,0
66,"I'm a big fan of myself, but I'm a big fan of myself, and I'm a big fan of myself, but I'm a little bit of a fan of myself and I'm a little bit of a fan of myself, but I'm a little bit of a fan of myself, but I'm a little bit of a fan of myself and I'm a little bit of myself, and I'm a little bit of a fan of myself, and I'm just a little bit of myself, and I'm a little bit of myself and I'm a little bit of myself, and I'm a little bit of myself, and I'm a little bit of myself, but I'm a little bit of myself and I'm a little bit of a little bit of myself, but I'm a little bit of myself and I'm a little bit of myself, but I'm a little bit of myself, but I'm a little bit of myself, but I'm a little bit of myself, but I'm a little bit of a little bit of a little bit of myself, but I'm a little bit of myself, but I'm a little bit of a little bit of a little bit of a little bit of myself, I'm a little bit of a little bit of a little bit of a little bit of a little bit of myself, I'm a little bit of myself, I'm a little bit of myself, I'm a little bit of myself, but I'm a little bit of a little bit of myself, but I'm a little bit of myself, but I'm a little bit of a little bit of a little bit of a little bit of myself, I'm a little bit of myself, I'm a little bit of myself, I'm a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of myself, but I'm a little bit of myself, but I'm a little bit of a little bit of a little bit of myself, but I's a little bit of myself, but I's a little bit of myself, but I's a little bit of myself, but I, but I",,0
67,"I'm just going to love the old prosthesis, I'm just going to love the old prosthesis, I'm just going to love the old prosthesis, I'm just going to love the old prosthesis, I'm going to love the old prosthesis, I'm going to love it, I'm going to love the old prosthesis, I'm going to love it, I'm going to love the old prosthesis, I'm going to love the old pros, I'm going to love the old pros, I'm going to love the old pros, I'm going to love it.",,0
68,"If you're a man and you're a couple, you're a couple, you're a couple, you're a couple, you're a couple, you're a couple, you're a couple, you're a couple, you're a couple, you're a couple, you're a couple, you're a couple, you're a couple, you're a couple, you're a couple, you're a couple, you're a couple, you're a couple, you're a couple, you're a couple, you're a couple, you're a couple, you're a couple, you're a couple, you're a couple.",,0
69,I love to travel. I love to be here. I've been here for a while. I've been here for a while. I've been here for a while. I've been here for a while. I've been here for a while. I've been here for a while.,,0
70,"Do you like to cook, or do you like to cook, or do you like to cook, or do you like to cook, or do you like to cook, or do you like to cook, or do you like to cook, or do you like to cook, or do you like to cook, or do you like to cook, or do you like to cook, or do you like to cook, or do you like to cook, or do you like to cook, or do you like to cook?",,0
71,"I've been a long way to go, and I've been a long way out of the country, and I've been a long way from here, and if I've been a long way out of here, I've been a long way out of here, and you've been a long way out of here, and I've been a long way from here.",,0
72,"I've been here a long time, but I don't know where I've been, because I don't know where I've been, but I don't know where I've been, but I don't know where I've been, but I don't know where I've been, but I don't know where I've been, but I don't know where I've been, but I've been driving there for a long time.",,0
73,"If I'm a relative of my parents, I know that if I'm a relative and a relative of my own, I should always have a sense of concern for my family, or if I'm a relative of my own, I should have something to worry about, because I'm going to have something to do with my other family, and I don't want to bother them, because I'm going to have a lot of experience with my mother and dad.",,0
74,"You've seen a movie recently. I've seen a movie called ""Ain't There's a film called ""The Creamer""? I've seen a movie called ""The Cream"" at the end of the movie. I've seen a movie called ""The Cream"" at the end of the movie and it's based on what's happening in the deep sea. I've seen a story that's personal escape from the deep sea, so it's a little bit more interesting, and I don't want to be a little bit more excited about it.",,0
